:START_ID,:END_ID
1545794,5970272
2169536,5970272
1434764,6869073
1635535,8300855
689809,8466763
2190579,6333200
319409,6248960
704901,8484126
2349897,7449621
1914959,8839136
112904,247460
2371160,8073223
1662525,8073223
2277677,8484126
2618931,7435122
2679269,6846413
1024321,8447365
198014,5998613
133130,8076114
570187,8284625
2011676,8577788
2567834,5999115
1684572,5960559
2781947,7768608
2432945,8167915
194552,8280556
251692,1849235
2333109,7055521
331613,8283523
981150,8189885
1068602,5926305
57579,8189885
1573925,7723673
1563213,7070436
677725,8800869
1094048,6248960
772464,5960559
1311766,7420573
2250372,6676489
1072464,8073223
92784,7000760
1276121,7747451
1860623,7768608
2611398,6029393
946675,8757144
2093818,1709128
2461751,8577438
2127391,7414809
267729,6029393
2206190,7420573
2157049,247460
2358418,6511126
1110739,1709128
416968,7965903
188483,8189885
1686707,5960559
406038,8757144
2389895,7113576
2533056,7747291
2468484,8110331
483476,8447365
751380,6029393
2031501,8167915
176851,1896869
1637781,7974716
1302686,7411051
2466000,6206071
1760133,6233758
2712249,8641156
1985125,6029393
1904005,7747291
48111,7838391
1126566,8308729
356178,6769849
1539742,7055521
601919,8469107
2060028,8800869
1030969,8853754
1755728,7750573
2357980,5960559
327340,8300855
2106095,7414809
2486108,6676489
2564705,8262957
733605,8469107
2138211,7747451
1403308,7435122
583151,7070436
2832584,7359764
228730,7076556
779216,7705293
1384514,8641156
501674,8043600
2581212,7814535
971530,7974716
2521688,6846413
967936,6975514
1639731,8466763
974588,7704931
2488794,7723673
1077743,8073223
2501904,8371466
1255535,8642357
636340,6674954
2335218,7863860
1634199,7435122
226960,8167915
575230,7076556
1433452,6602818
1094278,8283523
2624409,5989038
2703931,1709128
2757235,7747451
2191890,6511126
1934576,8189885
1055302,6821342
2414795,8821915
1586137,8201098
665905,5970272
2042826,7420573
1413040,8641156
1155334,7449621
251075,6846413
390033,8280556
2795623,7814535
1132294,6676489
2299527,8283523
717366,7250218
391820,5926305
1110453,7435122
2806664,8642357
2336916,7427095
754987,8100830
2015596,6248960
1436545,7435122
2106104,8770324
1275486,1709128
2017525,8183144
985609,6674954
47094,8300855
2124156,8022752
1954375,8757144
1637742,5970272
1918899,8821915
1600849,6511126
684034,7359764
2532151,7411051
1209019,7098801
1997281,7507989
1139742,6029393
1597353,8839136
1554445,6206071
2719277,6029393
1802576,6511126
2517467,8262957
1666223,8766569
1695495,5868114
286396,7863860
138743,6821342
1249461,8709343
2219456,6869073
1089782,7704931
2253238,247460
788478,8484126
2511977,6029393
142500,1709128
2552159,8469107
358173,8022752
2117214,8577788
2073013,8469107
1777575,7705293
875075,5868114
2686624,8484126
1113166,6535075
2516035,8365890
1526258,6206071
1724216,8167915
1148293,8570044
461995,7741543
1083860,6482318
1461513,7411051
2585076,6674954
2294266,8709343
2276172,8570044
310121,8043600
690477,7750573
1918931,6333200
755536,6676489
2104271,7420573
881311,7043422
1398923,7070436
858364,6871812
1873216,7747291
988581,7411051
224869,7507989
2727155,8447365
2192777,8577788
1986844,8284625
1424791,6496298
2830476,7671947
2737814,7174175
1747255,6676489
228146,8766569
167412,7965903
2195344,7427095
1277872,8853754
189368,8371466
127123,7671947
2666493,247460
2244498,8022752
1042495,8022752
1234838,7863860
1132156,8280556
618159,8365890
2079479,8577438
2301620,6769849
2317683,8280556
303912,7435122
1023332,8183144
666483,8484126
1960181,8839136
2240233,6091060
1728378,6206071
1231512,7435122
612536,6912751
263212,7863860
68404,7043422
558299,7507989
1733580,6206071
221983,7098801
2705534,7113576
2723130,6485758
272717,5926305
2247804,7435122
2687490,8577788
607801,7750573
2037913,8766569
1398345,7433625
1238870,8283523
1802261,7427856
751968,8689901
777544,8757144
718383,8201098
489093,7427095
1310056,8828726
2427005,7055521
2025764,8043600
848978,1849235
1609686,6206071
1481995,8469107
2818260,8100830
2255671,8828726
1242682,7276854
353031,6863236
689639,7741543
2063033,6091060
421700,6250154
1097427,5868114
1262338,8570044
2284787,8110331
972571,5868114
2335655,6846413
1863297,6602818
1488914,7076556
1917194,6869073
57384,6233758
2318890,7747291
431294,8076114
918199,8641156
53534,7705293
2326377,7191481
591230,6912751
1039403,8642357
1134103,7411051
1293901,6975514
196735,8100830
2594161,6821342
133369,7067354
1646585,6029393
2823260,7741543
2035723,8262957
1071556,8642357
884776,7055521
1802798,7750573
152944,8262957
1007508,8280556
952564,6846413
2012725,7435122
1149970,6602818
2406942,6871812
1720628,1709128
2079926,8642357
2424030,8535040
2764282,7256505
1588094,5926305
570867,6912751
2060872,8201098
429712,8766569
699714,8853754
1838975,8280556
678734,8189885
1005669,8300855
575383,8757144
219645,6912751
1105743,8800869
2606902,7043422
809255,5970272
627235,5999115
1326599,247460
1947556,5998613
1893309,6485758
1466574,6846413
330331,7427095
1456553,7043422
1229906,8183144
2615736,7435122
351085,6869073
2045659,6821342
1261095,6206071
1465271,8300855
2300376,7055521
683899,7070436
2744787,8300855
1672445,7449621
888278,8110331
1765751,8201098
2188158,6413276
953987,6029393
867914,6233758
2461336,7671947
465839,8201098
549233,8577438
912415,8283523
69655,8110331
1866396,8189885
552473,8757144
615221,6485758
638433,6975514
2728782,8073223
669941,1849235
2227063,8770324
147359,6846413
1287102,8800869
1589758,8167915
866093,8577438
61355,7671947
761532,5998613
1565812,247460
30406,8201098
2323862,8262957
241407,6091060
640704,7705293
972865,6676489
907670,1849235
826679,7007133
1673617,6496298
2037273,8800869
909280,8642357
1894271,8466763
418368,7420573
485901,7747451
2681195,7420573
2587377,7359764
1833764,7414809
1668240,8484126
1478886,6912751
1139022,8800869
1249980,6030339
1671252,7191481
1765854,5926305
39379,5960559
1664808,7414809
1767462,8183144
935413,6535075
2783030,7256505
2807017,7007133
812172,247460
281951,6382726
884135,6382726
956857,1709128
2745268,7965903
2152837,8060599
1566399,8110331
824424,7411051
1959974,8689901
1695909,6206071
1992491,8641156
845838,247460
502211,7055521
1454302,6382726
518856,8821915
1053529,8709343
1359382,7007133
2415917,8371466
1242759,8300855
650993,8570044
2134395,7067354
1655253,8839136
1445532,5868114
1729971,8770324
2375845,6869073
48993,7191481
712046,8757144
2819892,5970272
1563063,8106148
2324210,7250218
712581,8371466
597599,7276854
63488,7435122
925845,8800869
2098245,6496298
1719898,1849235
756961,7965903
356979,6912751
1141783,6674954
1765857,7000760
967336,8280556
576836,8689901
1344163,8709343
2592050,8570044
2093349,6535075
1592686,6206071
2204114,7043422
1655924,6602818
1255130,8466763
453111,8022752
1528503,6975514
1443584,7814535
1893472,6912751
1789020,8365890
2097580,7007133
152285,7838391
1440554,6265674
2483855,6030339
573184,8073223
1450514,6248960
2503712,7427856
83436,247460
2314994,8100830
2697807,7863860
1070490,6485758
1289136,7435122
497741,8043600
184999,7671947
2204519,6674954
1392914,8073223
534837,8371466
2216514,7705293
2238713,8484126
1116909,8577788
1576292,8709343
1261675,7863860
1200631,7174175
492437,7414809
342526,5989038
1221533,8821915
1371053,8365890
1970268,6769849
958756,6676489
657608,8570044
795845,8201098
2631977,1849235
1927917,8709343
876043,6871812
808675,6265674
1337783,8484126
1456951,6871812
1204253,6250154
2350244,8466763
2799912,6382726
1742461,1709128
521334,8641156
2327915,7076556
1684108,6769849
2601043,6206071
2406497,7965903
345116,6869073
508248,6206071
454605,8694276
1671792,6769849
1812118,7250218
2339862,8570044
575487,7250218
1461729,7723673
794830,8300855
2750485,6846413
1676632,8308729
2716374,7250218
336961,8262957
1972151,7750573
1457214,8262957
1011319,6265674
719759,6233758
2309153,5998613
1901777,6496298
705026,8694276
1538695,7965903
1657763,8770324
1695177,6265674
108553,6482318
1372525,6769849
64536,8043600
921423,8757144
1495683,6382726
325179,7449621
1857076,6871812
1637566,7007133
1240131,8201098
1772204,7174175
1023514,6846413
2531038,7974716
1934353,8447365
2667068,6912751
1902169,7191481
1968119,8167915
978629,8484126
2532456,6602818
2825118,6233758
1843747,6248960
920667,8060599
2366496,8694276
1347297,8466763
452447,8262957
557706,6413276
2395313,7507989
273022,8466763
1817260,7191481
1724788,6535075
70991,7250218
2407326,8110331
167390,8262957
660472,7191481
2599429,6674954
354036,6482318
2099675,7427856
2188760,6482318
733379,8280556
1769802,8469107
1719741,5989038
2411699,8853754
1977849,8308729
1885187,8689901
1004879,6485758
1957087,6029393
2005884,7723673
2339109,8694276
421478,8757144
1758625,6248960
194237,5989038
2132636,7974716
971300,6602818
770734,7076556
61703,6482318
541403,7433625
2093261,8183144
1818288,5989038
567884,8642357
989960,8201098
317576,8300855
1774283,5989038
2476817,8201098
517960,7974716
433157,1709128
2675850,7507989
1771641,8189885
840291,8043600
2158349,8800869
52276,8110331
965943,8022752
1837204,6676489
2702022,7276854
2143810,8853754
1875797,6769849
840190,8076114
2027642,7174175
2219980,7435122
1299090,8283523
1108714,7250218
229883,6233758
280419,1896869
1656545,7043422
1410279,8371466
559486,7814535
1339044,8689901
1448407,8262957
1131803,8073223
1306185,8821915
744338,8484126
2443492,7414809
1381046,5989038
372268,8641156
1301724,8201098
2728016,6382726
1949040,8120626
856861,7965903
361118,7433625
2345867,7741543
948854,6030339
698875,8308729
434353,7427856
299634,6674954
1864454,6029393
2190107,1849235
1456517,8073223
2053033,7070436
1600813,8120626
2398621,8022752
450405,6846413
543354,6333200
374170,8466763
2392821,8365890
846807,7427856
237716,6511126
2285044,6233758
1362172,6769849
1938947,8308729
514588,8060599
1200284,8262957
2659341,8577438
189462,6674954
1528574,8280556
1289816,7974716
2450177,8577788
1466653,7705293
2647487,8757144
104687,6206071
1471672,5926305
49404,8642357
2665823,8280556
1745789,7256505
1351908,8110331
326879,8766569
1497148,8828726
2253408,8060599
2155819,6676489
1144392,7965903
1717014,6869073
2276788,8642357
2348916,7863860
713053,8828726
1252269,8828726
2246249,8300855
197937,8535040
2245244,6676489
2080703,8371466
1137437,7449621
606456,7427856
2609577,6233758
626740,6846413
1166056,8106148
2085454,8100830
1671476,7671947
53216,8641156
1339843,8766569
2121242,6871812
917874,8821915
2286191,247460
1681793,8577788
240527,5926305
2136552,8183144
692141,8484126
2721630,8828726
416215,7098801
2546908,7359764
1513088,7704931
1171419,8484126
1812799,7750573
2724563,6333200
911672,5960559
1850577,6821342
592315,8076114
2161283,8577438
1977322,7433625
1194904,6030339
2005768,8371466
1892151,8757144
306806,7414809
498616,7449621
2284628,6029393
1680377,6485758
1344553,8577438
777369,8828726
1712119,7704931
1960968,7067354
676147,8100830
847396,8570044
67007,8167915
685048,5999115
717687,6265674
759599,7507989
558437,8106148
1239129,8821915
1945596,6871812
200605,8839136
339771,8757144
1034009,1709128
228717,5989038
821178,5868114
2385377,8043600
2367786,7070436
1458547,7449621
2453777,7359764
1742213,7414809
2087841,6030339
344230,7000760
2586281,5998613
1360180,6676489
2817978,6382726
146499,7191481
562937,6485758
579012,6091060
1978644,7433625
740296,8853754
2455588,6676489
2161235,8839136
2047048,5868114
1892169,7191481
1160059,247460
1045855,7359764
967588,7414809
123230,7191481
2178230,6821342
1471827,8189885
2270542,7814535
2235364,7420573
62006,7435122
2487706,6846413
946516,7427095
2558240,8821915
1647503,8839136
474071,6482318
527495,5999115
2615111,1896869
750101,5926305
2513636,7427095
2055498,7420573
2503587,6871812
1843420,6863236
1657407,6413276
1489476,8308729
532734,7747291
520729,7704931
2566870,8828726
1699736,6869073
2230535,1709128
1858647,8280556
1654899,8371466
184608,7705293
2147853,6265674
1481262,8076114
1448779,7747291
2437191,6975514
233726,7705293
1456254,6265674
2366150,7671947
1577020,7705293
2091738,6769849
264556,8641156
2446615,6206071
697587,7741543
221857,1849235
614488,7043422
81228,8800869
1173361,5989038
533010,8570044
1529201,8766569
1967439,7705293
52246,7741543
2209036,8043600
331554,6206071
929042,7359764
1417125,6869073
100121,7433625
300700,8689901
1805165,8689901
691794,7747451
332437,8284625
184414,8283523
1662827,8022752
2253033,6482318
2661163,7414809
752560,6265674
577607,6413276
955033,8189885
2087556,7007133
1927446,7174175
1098513,8577788
1313164,6091060
800028,1849235
2167410,8280556
1177820,8709343
1467409,7747451
1398096,6382726
769006,7974716
2048685,6233758
421029,8853754
1581075,7420573
480283,8167915
848341,7359764
2735876,8839136
1640908,6869073
2620634,7705293
1721009,1849235
1406321,8106148
845325,7098801
1066607,8189885
2801754,7974716
760026,7427856
2364444,6511126
1942759,8770324
2263223,6863236
339204,7723673
1365552,6869073
2635329,8689901
2644800,5868114
2707013,8106148
2122996,8073223
2336341,1709128
1380519,8100830
773562,8641156
929289,7747291
453673,8106148
2089795,8828726
2338052,6496298
370813,8106148
2200933,6674954
2605807,8466763
1044196,7007133
727982,7507989
751430,8167915
2803210,8800869
1934700,7113576
227341,6496298
422529,7768608
1467663,7704931
1101238,8284625
2484412,6912751
460538,7723673
1822373,7113576
984630,8642357
157843,7000760
1132125,6413276
281309,8308729
574048,1849235
1466975,8110331
1829293,7420573
2282736,7750573
239370,6482318
935468,5868114
1193267,8120626
2735766,7747451
1189994,8183144
2782069,8365890
1587635,7098801
2317283,8043600
556088,8800869
2083639,8280556
1754374,8642357
2375056,8284625
2751571,6382726
83381,8535040
102585,6602818
110450,7414809
2103706,6846413
450955,8770324
1736452,8167915
2721603,7427856
1520257,8073223
1124365,6206071
2425308,8694276
909034,8770324
1492224,7838391
1446327,6206071
878766,8120626
1206600,5989038
1401634,7671947
313102,8839136
1976092,6674954
668098,6511126
1169087,6912751
421510,7113576
2570518,7256505
1087007,8073223
2673538,7276854
266039,8073223
1731509,8447365
168362,6482318
777777,247460
888888,5868114
999999,5970272
101010,7768608
