:START_ID,:END_ID
11998315000017,11998315
11998315000014,11998315
119983160000147,11998316
119983160000146,11998316
119983160000158,11998316
119983160000178,11998316
119983160000116,11998316
119983160000165,11998316
119983160000137,11998316
11998316000093,11998316
119983160000130,11998316
11998320000035,1199832
11998320000029,1199832
119983200000122,1199832
11998320000032,1199832
1199832100004,11998321
1199832100006,11998321
1199832100003,11998321
11998323000011,11998323
11998325000058,11998325
11998325000063,11998325
11998325000055,11998325
11998325000061,11998325
11998325000065,11998325
11998325000053,11998325
11998325000067,11998325
11998325000056,11998325
11998325000047,11998325
11998326000088,11998326
11998326000062,11998326
11998326000094,11998326
11998326000059,11998326
11998326000072,11998326
11998326000056,11998326
1199832700003,11998327
11998327000015,11998327
11998328000011,11998328
1199833000001,1199833
1199833100009,11998331
1199833100001,11998331
11998332000018,11998332
11998334000016,11998334
1199833500002,11998335
1199833600004,11998336
1199833600003,11998336
11998338000020,11998338
119983390000175,11998339
119983390000235,11998339
119983390000180,11998339
119983390000210,11998339
119983390000238,11998339
119983390000255,11998339
119983390000177,11998339
119983390000181,11998339
119983390000217,11998339
119983390000160,11998339
11998341000043,11998341
119983410000104,11998341
119983410000115,11998341
11998341000027,11998341
11998341000044,11998341
11998341000042,11998341
11998341000026,11998341
11998341000050,11998341
119983410000121,11998341
11998341000057,11998341
11998341000089,11998341
11998345000058,11998345
11998345000069,11998345
11998345000070,11998345
11998345000066,11998345
11998345000062,11998345
11998345000057,11998345
11998345000071,11998345
11998345000067,11998345
11998345000065,11998345
11998345000059,11998345
11998345000052,11998345
11998345000068,11998345
11998345000056,11998345
11998346000065,11998346
11998346000061,11998346
11998346000060,11998346
11998346000066,11998346
11998346000058,11998346
11998346000059,11998346
11998346000053,11998346
11998346000052,11998346
11998346000063,11998346
11998346000070,11998346
11998347000023,11998347
11998347000030,11998347
11998347000029,11998347
1199834900003,11998349
1199834900002,11998349
11998352000037,11998352
11998352000017,11998352
11998352000019,11998352
11998352000043,11998352
11998352000031,11998352
11998352000042,11998352
11998352000044,11998352
11998352000052,11998352
11998354000024,11998354
11998354000015,11998354
11998355000026,11998355
11998355000020,11998355
11998355000027,11998355
11998357000052,11998357
11998357000048,11998357
11998357000046,11998357
11998357000041,11998357
11998359000021,11998359
11998359000024,11998359
11998359000026,11998359
11998359000031,11998359
11998359000033,11998359
11998359000032,11998359
11998359000022,11998359
11998360000052,1199836
11998360000015,1199836
11998360000041,1199836
11998360000070,1199836
1199836000002,1199836
11998360000061,1199836
11998360000055,1199836
11998360000060,1199836
11998360000026,1199836
1199836000006,1199836
1199836100003,11998361
1199836200001,11998362
11998365000040,11998365
119983680000117,11998368
11998368000055,11998368
11998368000020,11998368
11998368000079,11998368
119983680000136,11998368
11998368000045,11998368
119983680000137,11998368
11998368000025,11998368
11998368000026,11998368
119983680000182,11998368
11998368000034,11998368
11998368000023,11998368
11998370000038,1199837
11998370000036,1199837
11998370000042,1199837
119983700000173,1199837
11998370000039,1199837
119983700000186,1199837
119983700000176,1199837
11998370000089,1199837
11998370000037,1199837
11998370000033,1199837
11998370000041,1199837
