:ID,author:string
9109931,Javier González Jiménez
9109940,Yu Lan
9109975,Tarunpreet Bhatia
9110019,Caiming Zhang 0001
9110064,Yijun Sun
9110135,Joaquín A. Pacheco
9110136,Silvia Casado 0001
9110189,François Brémond
9110251,Linyan Sun
9110281,Yao Zhao 0001
9110368,Mario Collotta
9110436,Herbert Martins Gomes
9110484,Francisco J. Cortijo
9110495,Marija Jankovic
9110527,Sadoullah Ebrahimnejad
9110590,Kamel Barkaoui
9110715,Francisco Prieto Castrillo
9110741,Dejian Yu
9110972,Ling Wu
9111056,Yinfeng Wu
9111058,Ning Yu 0002
9111090,Jyh-Horng Chou
9111106,Nuno Mendes
9111107,Pedro Neto 0002
9111108,Altino Loureiro
9111203,Junmin Liu
9111288,Jian-Wei Ma
9111289,Fuji Wang
9111290,Wei Liu 0037
9111305,Ozan Okudan
9111306,Cenk Budayan
9111307,Irem Dikmen
9111323,Xiao-Yue You
9111339,Vivek Patkar
9111348,Xiangwen Ji
9111380,Fang Yang
9111563,David Koloseni
9111564,Jouni Lampinen
9111601,Laurent Philippe 0001
9111603,Syed Moshfeq Salaken
9111803,Raffaele Grasso
9111832,Gonçalo Marques
9111934,Antonio Fernández Anta
9111944,Te-Hsiu Sun
9112004,Jun Zhuang 0001
9112023,Ibrahim Elsayed Ibrahim
9112025,Yaser Maher Wazery
9112039,Hyung Ju Hwang
9112058,Mesfer Alrizq
9112059,Abdullah Alghamdi
9112060,Abdulaziz A. Alsulami
9112061,Sarminah Samad
9112062,Saidatulakmal Mohd
9112242,Yu Cao
9112243,Liu Li-xia
9112244,Zhuang Yi-qi
9112245,Xue-yong Liu
9112279,Zhili Chen
9112312,Chien-I Lee
9112410,Mete Celik
9112433,Yit Yin Wee
9112434,Kuokkwee Wee
9112439,Francisco Javier Ariza-López
9112442,Xuan Wu
9112475,Kezhi Mao
9112517,Naoufel Cheikhrouhou
9112518,Michel Pouly
9112546,Zhenhai Gao
9112551,Enis Günay
9112558,Chin-Feng Lee
9112653,Sylvie Calabretto
9112677,Babak Abbasi
9112679,Zuoyong Li
9112681,Kazuhiro Izui
9112697,Kun Zhang 0019
9112802,Yizhi Ren
9112837,Ivor W. Tsang
9112981,Lu Liu
9113136,Xuewei Wang
9113177,Feng Cao
9113222,Olcay Taner Yildiz
9113273,Zhendong Niu
9113349,Timothy M. Hospedales
9113359,Joan Serrà
9113362,Josep Lluís Arcos
9113378,Kyoungtaek Choi
9113393,Weizhan Zhang
9113395,Qinghua Zheng
9113451,Yiqiao Cai
9113471,Jiu-Ying Dong
9113638,Gerardo Flores
9113647,Réal Carbonneau
9113701,Ayan Kumar Bhunia
9113816,Rajit Gadh
9114097,Heydar Toossian Shandiz
9114125,Albert Orriols-Puig
9114199,Yanjie Li
9114208,Mei-Ling Huang
9114234,Shiwen Shen
9114238,Md. Nasim Adnan
9114266,Odemir M. Bruno
9114321,Diyar Akay
9114360,Nooruldeen Nasih Qader
9114390,Davoud Mougouei
9114400,Shilpa Suresh
9114401,Shyam Lal
9114408,Chung-Ho Chen
9114483,Yongxin Yang
9114502,Yong Man Ro
9114569,Jyh-Horng Lin
9114581,Yves M. Galvão
9114582,Janderson Ferreira
9114584,Peter McLeod
9114585,Alan Klevansky
9114595,Chien-Hung Yeh
9114616,Lei Zhang 0006
9114635,Yaser Donyatalab
9114636,Fatma Kutlu Gündogdu
9114638,Seyed Amin Seyfi Shishavan
9114639,Elmira Farrokhizadeh
9114658,Erik Derner
9114685,Yukihiko Okada
9114699,Juan R. Castro
9114772,Ahmet Sakir Dokuz
9114879,Antonios Gasteratos
9114918,José-Raúl Ruiz-Sarmiento
9114919,Cipriano Galindo
9114947,Mingchih Chen
9115005,Yao Zhao
9115019,Emmanuel Karlo Nyarko
9115021,Erik Hernandez
9115022,Antonio Barrientos
9115023,Jaime del Cerro
9115039,Hong-Sen Yan
9115229,Liang Wang
9115243,Filipe Rodrigues 0001
9115257,Xuejun Hu
9115261,Blaise Hanczar
9115281,Yufeng Zhao
9115367,Sanjib Ganguly
9115399,Hanmin Jung
9115405,Michele Bonollo
9115439,Chih-Cheng Chen
9115523,Iván A. Contreras
9115601,Peter Funk 0001
9115611,Edward Rolando Núñez-Valdéz
9115612,Vicente García-Díaz
9115868,Meng Xu
9115955,Sanjeev Rao
9115967,Ning Xiong 0001
9116082,Xiaobin Xu
9116099,Hongxia Li
9116157,Yang Gao
9116228,Serhat Yüksel
9116284,Cunhua Li
9116302,Han Sun
9116315,Xiao-Sheng Si
9116373,Jiafeng Guo
9116521,Shiow-yang Wu
9116630,Ze-Huan Yuan
9116755,Bin Fang 0001
9116941,Wenjie Zhang
9117013,Hong Zhu
9117314,Junlong Zhou
9117325,Jim-Min Lin
9117476,Tzer-Shyong Chen
9117509,Jian Liu 0010
9117545,Tariq Mahmood Khan
9117598,Pablo García-Triviño
9117599,Luis M. Fernández-Ramirez
9117709,Amalia Luque
9117711,Julio Barbancho
9117717,Wen-Hsiang Wu
9117801,Mirta Bensic
9117804,Yunlong Gao
9117807,Si-Zhe Luo
9117860,Frumen Olivas
9117893,Yongjun Li 0006
9117970,Jun Pei
9117998,Mohammad E. Salem
9117999,Salina Abdul Samad
9118122,Hongyuan Zha
9118123,Xiang Ji
9118210,Zhifang Liao
9118523,Pedro Henrique Bugatti
9118593,Jiuyong Li
9118665,Li-Ning Xing
9118693,Jie Zhou 0009
9118735,Lei Yu 0007
9118797,Lian Yu
9118830,Yinan Wang
9119033,Neal N. Xiong
9119057,Babak Javadi
9119174,Lihong Chen
9119332,P. Y. Wang
9119333,Chris W. F. Chiu
9119438,Qing Zhou
9119439,Paitoon Tontiwachwuthikul
9119578,Michel Dumontier
9119646,Erik Strumbelj
9119687,Diaa Salama Abd Elminaam
9119728,Pablo Fernandez 0001
9119729,Sarah Barman
9119787,Sunghae Jun
9119928,Jens Lehmann 0001
9120002,Ming Xie
9120047,Roberto De Prisco
9120057,Lee-Ing Tong
9120395,Wei-Chung Hu
9120407,Yuan Zhou 0006
9120408,Shuwei Huo
9120476,Yi-Hung Liao
9120543,Jonatan Lerga
9120582,Jingwei Song
9120670,Huaxiang Zhang 0001
9120693,Yan Xu
9120730,Mingyang Li 0002
9120740,Akhtar Hussain
9120810,Ludovic-Alexandre Vidal
9120845,Bing Xue 0001
9120880,Osman Kulak
9120895,Zeng-Wei Hong
9120917,Panlop Zeephongsekul
9120956,Guisheng Yin
9120957,Yingjie Wang 0002
9120958,Yuxin Dong
9121024,Shih-Hsu Wang
9121025,Yu-Kun Tsui
9121026,Ching-Hsiang Hsu
9121110,Yuzhi Zhao
9121163,Bratislav Predic
9121172,Hui Fan
9121296,Kecheng Liu
9121362,Frédéric Lardeux
9121379,Stephen Todd
9121405,José Emmanuel Ramirez-Marquez
9121490,Ivan Petrovic
9121594,Jean-Claude Bocquet
9121619,Yan Zhang 0047
9121642,Michael A. Kaufmann
9121643,Andreas Meier 0001
9121644,Kilian Stoffel
9121722,Gintautas Dzemyda
9121732,Wei Lu 0005
9121733,Jianhua Yang 0001
9121738,Boreom Lee
9121740,Sukhwinder Singh
9121869,Mingqing Huang
9121899,Saikat Chakrabarti 0003
9122063,Chin-Chia Wu
9122108,Imran Khan
9122131,Donya Rahmani
9122207,Pádraig Cunningham
9122233,Zia Bashir
9122241,Zeyu Li
9122242,Gongming Wang
9122635,Guoqi Li
9122678,Slawomir Nowaczyk
9122780,Mustafa Mat Deris
9122796,Fernando Gutiérrez
9122933,Jinung An
9122988,Ji Geng
9123078,Tai-Ping Tsai
9123135,Yu Fang
9123378,Derek O'Callaghan
9123379,Joe Carthy
9123454,Xiaofei He 0001
9123471,Surya Prakash 0001
9123532,Jun Xu
9123594,Jun Su
9123771,Bahareh Nikpour
9123827,Ebba Thora Hvannberg
9123839,Yuchen Sun
9123887,Ayman E. Khedr
9123888,Amira M. Idrees
9123979,Weipeng Lu
9124051,Ali Mert
9124059,Ahmet Sertbas
9124101,Juan-Luis Gorricho
9124102,Joan Serrat 0001
9124315,Tien-Wen Sung 0001
9124561,Lynne E. Hall
9124638,Haifeng Chen
9124647,Hsi-Chieh Lee
9124684,Diego Masotti
9124685,Alessandra Costanzo
9124725,Nidhi Singh
9124738,Khurram Hameed
9124960,Jinde Zheng
9124965,Jefferson Fontinele
9125016,Jie Shi
9125027,Zoltan Czako
9125028,Gheorghe Sebestyen
9125029,Anca Hangan
9125063,Meng Jin
9125091,Oscar Sanjuán Martínez
9125110,De Xia
9125111,Bo Chen 0002
9125168,Débora P. Ronconi
9125181,Chih-Hung Chang
9125202,Prasant Kumar Pattnaik 0001
9125203,Sasmita Kumari Padhy
9125222,Kuntal Maji
9125239,Andrew J. Majda
9125275,Pengfei Liu
9125371,Marco A. Fontelos
9125389,Maoan Han
9125425,Ravi N. Banavar
9125531,K. Uldall Kristiansen
9125571,Andrea L. Bertozzi
9125683,Maryam Basiri
9125684,Frithjof Lutscher
9125685,Abbas Moameni
9125700,Shenggao Zhou
9125701,Alan Cheng Hou Tsang
9125763,Linlin Li
9125789,François-Xavier Vialard
9125891,Daniel Coca
9125918,Oscar Angulo
9125919,Juan C. López-Marcos
9125944,Angela Stevens
9125951,Shi-Liang Wu
9126075,Michal Branicki
9126076,Luca Dieci
9126101,Olivier D. Faugeras
9126124,Vassilios A. Dougalis
9126142,On Shun Pak
9126154,M. A. López-Marcos
9126245,Jun Zhou 0004
9126271,Anna Vainchtein
9126306,Lorenzo Pareschi
9126416,Martin B. Short
9126452,Jean-Philippe Lessard
9126499,Barry Merriman
9126550,Fabio Antonacci
9126551,Augusto Sarti
9126556,Li Ma
9126579,Takashi Hikihara
9126643,Henrik Kalisch
9126698,Luigi Romano
9126708,Miguel Ceriani
9126711,Flavio De Paoli
9126738,Nikolay N. Mirenkov
9126761,Han Xue
9126802,Alekha Kumar Mishra
9126827,Xinyi Huang
9126833,Jianfeng Wang
9126871,Debajyoti Mukhopadhyay
9126920,Bibhash Sen
9126974,Weigang Zou
9126975,Wei Li 0078
9126976,Zhaoquan Cai 0001
9126998,Chenglong Lin
9127006,Jens Lang 0001
9127027,Divyakant Agrawal
9127028,Amr El Abbadi
9127050,Hui Yin
9127055,Zhikui Chen
9127160,Xue Chen
9127256,Chein-I Chang
9127261,Logah Perumal
9127262,Thet Thet Mon
9127283,Wei Kang
9127324,Valli Shanmugam
9127328,Tengfei Li
9127406,Guo Wei
9127497,Zhangjie Fu
9127537,Sotirios G. Ziavras
9127627,Cong Wu
9127654,Changyun Li
9127684,Wenhua Wang
9127685,Yongxuan Lai
9127729,Dong Han
9127772,Seiichi Serikawa
9127858,Muhammad Ali Babar
9127901,Jianxin Wang
9127952,Maycon Leone Maciel Peixoto
9127963,Ge Wang 0001
9127992,Carl Kesselman
9128102,Jiaohua Qin
9128103,Xuyu Xiang
9128143,Shaoliang Peng
9128204,José Rufino
9128221,Alex X. Liu
9128318,Yu Wang 0002
9128325,Jinyin Chen
9128329,Ming Xu
9128393,Sanjay N. Talbar
9128424,Ken Ming Tu
9128425,Kuo Ann Yih
9128426,Fu-I Chou
9128435,Kun Chen
9128479,Yaser Jararweh
9128484,Yong-Hong Lan
9128582,Kewen Xia
9128585,Ahmed Fawzi Otoom
9128638,Guang Zheng
9128707,Daniel S. Himmelstein
9128769,Philip Zimmermann
9128894,Donald C. Wunsch
9128932,Kevin L. Keys
9129029,Yixue Li
9129060,Pieter Meysman
9129157,John H. Gennari
9129253,Urmila Kulkarni-Kale
9129270,Qiang Hu
9129486,Liwei Wang 0010
9129711,Jingwen Yan
9129739,Syed Haider
9129800,Menno D. T. de Jong
9129870,Kathleen Gollner
9129871,Tenny Webster
9129907,T. M. Rajkumar
9130010,John Erickson
9130291,Arif Raza
9130346,Vassilios Tzerpos
9130394,Irit Hadar
9130402,Xiao Xiao 0002
9130403,Tadashi Dohi
9130641,Sanli Yi
9130642,Guifang Zhang
9130643,Jianfeng He 0001
9130723,Emilyn C. Cabanda
9130745,Andrew S. Targowski
9130764,Sajjad Shokouhyar
9130818,Jifeng Chen
9130834,Marisol B. Correia
9130973,Trong-The Nguyen
9130993,Thi-Kien Dao
9131018,Shubin Liu
9131029,Rui Kang
9131054,Anhong Wang
9131057,Rui Xu
9131065,Hua Shi
9131069,Huihui Bai
9131126,Hui Tian 0002
9131127,Yonghong Chen
9131174,Jia Cui
9131187,Bowen Pan
9131241,Weixin Xie
9131543,Chen Cui
9131582,Yu-Chi Chen
9131605,Huan Lin
9131631,Yue Zhu
9131663,Tsung-Han Tsai 0001
9131851,Raja Asif Wagan
9131912,Masanori Morise
9132011,Qing Lin
9132017,Guishu Liang
9132019,Ming-Ting Sun
9132122,Masashi Miyagawa
9132234,Yuting Jiang
9132246,Mohammad Akbari
9132391,Chryssy Potsiou
9132392,Charalabos Ioannidis
9132463,Thomas W. Cusick
9132538,Lan Hu
9132578,Levi John Wolf
9132687,Sylvie Servigne
9132826,Mark Green
9132827,Taylor Oshan
9132901,Ming-Chun Huang
9132919,Dirk Habich
9132991,Saibal Mukhopadhyay
9133027,Zhezhi He
9133031,Deliang Fan
9133036,Xin Yuan 0001
9133038,Vasileios Tsoutsouras
9133075,Xiaowei Li 0001
9133086,Ümit Y. Ogras
9133097,Pi-Chung Wang
9133118,Berk Gülmezoglu
9133119,Mehmet Sinan Inci
9133120,Gorka Irazoqui
9133139,Debdeep Mukhopadhyay
9133152,Jacques-Olivier Klein
9133170,Csaba Andras Moritz
9133194,Koji Nii
9133250,Muhammad Sajid
9133292,Md. Zakirul Alam Bhuiyan
9133318,Eiji Oki
9133350,Kyunbyoung Ko
9133531,Adnan Shahid Khan
9133611,X. Y. Li
9133688,Yongwan Park
9133690,Simranjit Singh
9133709,Siavash Khorsandi
9133731,Mariusz Glabowski
9133734,Jagadeesh Kakarla
9133888,Zibouda Aliouat
9133909,Michael Welzl
9133917,Ruey-Kai Sheu
9134203,Jason P. Jue
9134218,Helen-Catherine Leligou
9134236,Muhammad Babar Rasheed
9134293,Muhammad Alam 0002
9134367,JongBeom Lim
9134369,Heon-Chang Yu
9134413,Mazen G. Khair
9134542,Bin Liu 0001
9134546,Chen-Han Tsai
9134741,Gannu Atharvan
9134742,Sreelakshmi Koolikkara Madom Krishnamoorthy
9134743,Shashank Gupta 0002
9134751,Shuang Liu
9134760,Ken-ya Hashimoto
9134768,Bart Steyaert
9134809,Richard J. Barton
9134842,Aggeliki Sgora
9134890,Wei-Bin Lee
9134971,Danny De Vleeschauwer
9135007,Kostas Dangakis
9135064,Chyi-Ren Dow
9135066,Shiow-Fen Hwang
9135165,Miguel Soriano
9135190,Camel Tanougast
9135215,Fotini-Niovi Pavlidou
9135513,T.-H. Liu
9135605,Mohammad Masdari
9135636,Hasan Çam
9135780,Saleh A. Alshebeili
9135806,Muhammad Ahsan Qureshi
9135810,Liandong Wang
9135813,Xiong Xu
9135832,Pardeep Kumar
9135892,Isabel M. Delgado-Luque
9135893,José T. Entrambasaguas
9135917,Kankar S. Dasgupta
9135933,Hagit Attiya
9136114,Jaspreet Singh
9136244,Chuanhe Huang
9136251,Yan Gong
9136256,Yuefeng Ji
9136281,Arvind Singh
9136419,Sanjay K. Bose
9136491,Jong-Hwan Kim
9136561,Antonis Alexandridis 0001
9136618,Mesut Günes
9136627,B. R. Badrinath
9136653,Rutvij H. Jhaveri
9136681,Xue-Ming Yuan
9136718,Ilsun You
9136784,Arun K. Somani
9136803,Wen-Lin Yang
9136815,Ran Tao 0003
9136878,Shahzad Sarwar
9136895,Gen Li
9136934,Yu Lin
9136975,Mohsen Riahi Manesh
9137031,Ajay K. Sharma
9137032,Theodore B. Zahariadis
9137056,Attila Vidács
9137063,Bing-Hong Liu
9137064,Ngoc-Tu Nguyen 0002
9137068,Maryam Abbasalizadeh
9137084,Luis Fernández Sanz
9137211,He Liu
9137221,Chandrashekhar Meshram
9137284,Nasser-Eddine Rikli
9137380,Jaime Galán-Jiménez
9137384,Mehdi Hosseinzadeh
9137392,Dong-You Choi
9137398,Chung-I G. Hsu
9137406,M. N. Giri Prasad
9137420,Yong Xia
9137579,Ling Hou
9137665,Fang Chen
9137683,H. Cui
9137684,Y. Yu
9137685,Q. Zhong
9137722,Wan-Ting Hong
9137795,Ronghua Shang
9137850,Yuhuai Peng
9137853,Qingxu Deng
9137872,Szabolcs Malomsoky
9137873,H. Saito
9137883,Zhi Ren
9137972,Said Sadoudi
9138041,Dewen Hu
9138056,Zon-Yin Shae
9138062,Hooman Tahayori
9138104,Muhammad Asim Ali
9138105,Muhammad Yameen Sandhu
9138109,Gurpreet Singh
9138113,Relangi Anil Kumar
9138124,Armir Bujari
9138133,Steve J. Chapin
9138159,Fei Song 0001
9138185,Bin Fan
9138213,Joaquim Bastos
9138215,Yan Qiao
9138242,Iraj Sadegh Amiri
9138245,Ui-Seok Jeong
9138246,Gi-Hoon Ryu
9138247,Dong-Sun Jang
9138250,Van-Trung Pham
9138251,Yue-Xian Lin
9138291,Michel Dagenais
9138420,Sahar Ahmadzadeh
9138473,Marco Listanti
9138585,Slim Ben Saoud
9138604,Wen-Hua Chen
9138637,Germain Garcia
9138649,M. S. Shunmugam
9138712,Jae-Won Kim
9138767,Frédéric Rotella
9138861,V. Ramachandran
9138938,Xianyu Yu
9138975,Sijia Liu
9139030,Hongxing Li
9139086,Adel Ouannas
9139156,Shibly A. Al-Samarraie
9139157,Mohsin N. Hamzah
9139158,Yasir Khudhair Al-Nadawi
9139199,Jia Tang
9139265,Simona Bernardi 0001
9139286,Bruce H. Krogh
9139344,Sophie Pinchinat
9139373,Anthony N. Michel
9139386,Peter B. Luh
9139428,Hicham Chakib
9139429,Kagan Gokbayrak
9139546,Pascal Yim
9139550,Gerald S. Shedler
9139631,José Merseguer
9139672,Yliès Falcone
9139704,Hyeong Soo Chang
9140139,Ismail Uyanik
9140349,Chao Xu
9140350,Xiang Sun
9140351,Ziliang Chen
9140352,Shoubiao Tan
9140353,Murat Okatan
9140365,Mohammad Reza Jahed-Motlagh
9140379,Huiling Zhao
9140422,Malik Zawwar Hussain
9140456,Mehrnoosh Asadi
9140532,Ferda Nur Alpaslan
9140616,Wanxing Sheng
9140631,Ammar Rafiq
9140632,Muhammad Faisal Hayat
9140994,Mehmet Tan
9141058,Usman Ullah Sheikh
9141730,Mohammad Nour Hindia
9141778,Adeeb Salh
9141779,Lukman Audah
9141780,Nor Shahida Mohd Shah
9141781,Shipun Anuar Hamzah
9141822,Rabie Ben Atitallah
9142094,Muhammad Tahir Khan
9142279,Sulaiman Wadi Harun
9142336,Kolja Knauer
9142353,Jim Geelen
9142355,Daniel Horsley
9142370,Guantao Chen
9142371,Xing Feng
9142372,Fuliang Lu
9142373,Lianzhu Zhang
9142416,Michael Young
9142428,Xingxing Yu
9142430,Yezhou Wu
9142448,Jeff Kahn
9142482,Young Soo Kwon
9142492,Mihalis Yannakakis
9142494,Gábor N. Sárközy
9142526,Christian J. Stoeckert Jr.
9142533,Russ B. Altman
9142634,Laura Mancinska
9142640,Shlomi Dolev
9142646,Tom Gur
9142648,Joffroy Beauquier
9142649,Ajoy Kumar Datta
9142664,Anastasios Sidiropoulos
9142674,Alexander Kesselman
9142695,Frederic Green
9142714,Amnon Ta-Shma
9142716,Philipp Zumstein
9142731,Scott Aaronson
9142732,Alexander Russell
9142747,Martin Middendorf
9142767,Ilias Diakonikolas
9142774,Kasturi R. Varadarajan
9142776,Andrew M. Childs
9142778,Debbie W. Leung
9142786,Matthias Christandl
9142787,Jeroen Zuiddam
9142801,Mohamed G. Gouda
9142813,Hing-Fung Ting
9142864,Hao Chen 0002
9142865,Jianhua Sun 0002
9142867,Ke Mao
9142937,Berdakh Abibullaev
9142939,Seung-Hyun Lee
9142953,Jing-Chiou Liou
9143050,Ling Zhao
9143089,Noor Ismawati Jaafar
9143143,Peter S. Excell
9143154,Chieh-Peng Lin
9143411,Ju-Young M. Kang
9143412,Kim K. P. Johnson
9143448,Stamatis Karnouskos
9143469,S. C. Wang
9143470,K. Q. Yan
9143499,Ven-Hwei Lo
9143630,Farzana Parveen
9143653,Louis-François Pau
9143717,Jin-Li Guo
9143755,Christian Kittl
9143756,Otto Petrovic
9143774,Seungjae Shin
9143814,Che-Nan Kuo
9143940,Farhan Shafiq
9143957,Masao Yanagisawa
9143958,Nozomu Togawa
9143974,Hiroaki Shimizu
9143993,Yasuaki Inoue
9144008,Jishen Zhao
9144133,Hiroaki Inoue
9144134,Takashi Takenaka
9144177,Yuta Hagio
9144190,Jon T. Butler
9144214,Johann Knechtel
9144215,Ozgur Sinanoglu
9144216,Ibrahim Abe M. Elfadel
9144217,Jens Lienig
9144396,Benjamin Nill
9144435,Jácint Szabó
9144469,Saharon Shelah
9144480,Edward Dobson
9144500,Jürgen Herzog
9144522,Iwao Sato
9144543,Sayantan Das
9144576,Lily L. Liu
9144633,Kenneth Zeger
9144651,Sophie Spirkl
9144748,Mark Jerrum
9144764,Zhanar Berikkyzy
9144787,Bao-Xuan Zhu
9144847,Matthieu Rosenfeld
9144848,Ernie Croot
9144866,Jack H. Koolen
9144908,Jürgen Kritschgau
9145002,Ryan R. Martin
9145056,Kevin J. Compton
9145091,Neil J. Calkin
9145103,Konrad Pióro
9145104,Wojciech Szpankowski
9145155,Stephen G. Hartke
9145182,Ido Ben-Eliezer
9145198,Eric Mendelsohn
9145210,Doron Zeilberger
9145239,Niranjan Balachandran
9145243,Lynn Chua
9145277,Iskander Aliev
9145299,Stephen T. Hedetniemi
9145314,Chengmin Wang
9145444,Peter Rowley
9145465,Rom Pinchasi
9145489,Jeffrey A. Mudrock
9145559,Qizhong Lin
9145623,David L. Applegate
9145639,Charles Knessl
9145640,Wen An Liu
9145673,Leo van Iersel
9145682,Luis Fredes
9145683,Avelio Sepúlveda
9145699,Henry A. Kierstead
9145739,Bobby DeMarco
9145740,Amanda Redlich
9145772,Qiongxiang Huang
9145790,Christian Smith
9145843,Chaya Keller
9145887,Ivica Bosnjak
9145901,Xiwang Cao
9145973,Tom Bohman
9145977,Douglas R. Woodall
9146077,Thilo Meyer-Brandis
9146139,Esaias J. Janse van Rensburg
9146140,Andrew Rechnitzer
9146143,Darryn E. Bryant
9146144,Melinda Buchanan
9146147,Péter Csorba
9146208,Rocco Trombetti
9146243,Marcin Anholcer
9146256,Viviana Ene
9146257,Ayesha Asloob Qureshi
9146258,Francesco Romeo
9146269,Pablo Pérez-Lantero
9146287,Mark Roger Sepanski
9146337,Changjiang Bu
9146344,Michael Cuntz
9146379,László Babai
9146479,Dong Ye 0002
9146533,Glenn Tesler
9146663,Taras O. Banakh
9146666,Sergiy Slobodianiuk
9146741,Mikko Koivisto
9146784,Endre Szemerédi
9146851,Suh-Ryung Kim
9146909,Jonathan David Farley
9147002,Peter Ralli
9147039,Kevin Buchin
9147076,Stanley M. Selkow
9147167,Shao-Fei Du
9147211,Hongliang Lu
9147245,Justin Southey
9147249,Weijun Liu
9147305,Carol J. Wang
9147317,Terry I. Visentin
9147338,Irit Dinur
9147383,Boris Aronov
9147406,Murray Elder
9147435,Daniel J. Kleitman
9147489,A. D. Forbes
9147497,Genghua Fan
9147554,Takashi Komatsu
9147579,Manfred Scheucher
9147620,Qing Cui
9147623,Dijen K. Ray-Chaudhuri
9147629,Alexander K. Kelmans
9147664,Szymon Torunczyk
9147710,Dávid Hudák
9147859,Alexander Schrijver
9147960,Lambert Spaanenburg
9148128,Ricardo Pezzuol Jacobi
9148160,Nicola Carbonaro
9148161,Alessandro Tognetti
9148162,Gaetano Anania
9148163,Federica Pallavicini
9148168,Bilal Muhammad Khan 0001
9148196,Kai Hormann
9148206,Ronan Boulic
9148207,Chenhui Li
9148212,Marc Stamminger
9148244,Gitta Domik
9148270,Wensi Zhang
9148318,Pisut Pongchairerks
9148333,Joen Dahlberg
9148334,Stefan Engevall
9148335,Maud Göthe-Lundgren
9148352,Gui-Hua Lin
9148356,Jiaqiao Hu
9148381,Reza Kia
9148393,Changchun Liu
9148401,Sanyang Liu
9148449,Mengwei Xu
9148464,Guiyi Wei
9148466,Min Ji 0001
9148502,Sebastian Sitarz
9148551,Vaithilingam Jeyakumar
9148562,Chung-Lun Li
9148591,Zhen-Jun Shi
9148629,Qiying Hu
9148641,Hongyan Sang
9148659,Guangming Wang
9148688,Byung-Cheon Choi
9148703,Qiang Lin
9148751,Alan Lee
9148819,Myoung-Ju Park
9148835,Hermann de Meer
9148885,Qingna Li
9148911,Kim-Chuan Toh
9148934,Zhipeng Lü
9148951,Yao Chen
9149127,Zhaotong Lian
9149155,Lu Liu 0010
9149220,Juan Zhao
9149221,Xuemei Zhang
9149222,Yao Wei
9149254,Sakib A. Mondal
9149286,Ruey-Lin Sheu
9149367,Wei Geng
9149414,Jing Liu 0006
9149434,Kohei Nakajima
9149443,Edward Clark
9149494,Mikhail Prokopenko
9149518,Janet Wiles
9149526,Garrett M. Morris
9149535,Tim Van den Bulcke
9149537,Kathleen Marchal
9149569,Simon Kirby
9149572,Joseph T. Lizier
9149611,Nicolas Bredèche
9149698,Simon Hauser
9149713,Ayellet Tal
9149786,Peter Andras 0001
9149790,Stanley N. Salthe
9149797,Minoru Asada
9149850,Kenny Smith
9149851,Henry Brighton
9149863,Timoteo Carletti
9149876,Rudolf M. Füchslin
9149898,Jeffrey L. Krichmar
9149958,Stephan Scheidegger
9150117,Pedro A. M. Mediano
9150132,Helen Pritchard
9150244,Frank Hutter
9150317,Miguel Aguilera
9150318,Manuel Glez Bedia
9150358,Luciano da Fontoura Costa
9150386,Stephen M. Smith
9150442,José Pineda de Gyvez
9150450,Bostjan Likar
9150452,Franjo Pernus
9150479,Qingming Huang
9150495,Byeong-Doo Choi
9150500,Pietro Perona
9150577,Rae-Hong Park
9150621,Mayer Aladjem
9150775,Yoshiaki Shirai
9150786,Robert P. W. Duin
9150787,Chung-Sheng Li
9150792,Dusan Starcevic
9150843,Marco Gori
9150866,Zhiyong Chen
9150910,Massimo Piccardi
9150911,Stelios C. Orphanoudakis
9150943,Christos Koulamas
9150945,Stavros A. Koubias
9150984,Martin Herman
9151052,Anthony Gachagan
9151057,Ji Xiang
9151212,Boyu Wang
9151260,Yongchun Fang
9151317,Soobum Lee
9151329,Makoto Iwasaki
9151336,Han Woong Yoo
9151337,Rene Riegler
9151338,David Brunner
9151339,Stephan Albert
9151340,Thomas Thurner
9151341,Georg Schitter
9151372,Frede Blaabjerg
9151406,Oliver Wallscheid
9151425,Francisco D. Freijedo
9151458,Ke Shen 0001
9151525,Marco Liserre
9151694,Joungho Kim
9151803,Zhiyong Cheng
9151891,Ebrahim Babaei
9151894,Ping Jin
9151922,Xiaotian Li
9151967,John W. Bennett
9151968,Glynn J. Atkinson
9151969,Barrie C. Mecrow
9151970,David J. Atkinson
9151976,Xuebo Zhang
9152003,Shukang Lyu
9152061,Lung-Sheng Yang
9152062,Tsorng-Juu Liang
9152063,Jiann-Fuh Chen
9152126,Ching-Tsai Pan
9152238,Seul Jung
9152411,Herbert Ho-Ching Iu
9152412,Tyrone Fernando
9152425,Yung-Chun Wu
9152446,Jung-Min Kwon
9152449,Bong-Hwan Kwon
9152494,He Tang
9152500,Bo Qin
9152510,Kun Liu 0002
9152542,Ying Qiu
9152580,Jinwei He
9152734,Linlin Li 0005
9152753,Kwang-Seop Kim
9152778,Shunli Zhang
9152812,Monica Malvezzi
9152946,Yong Feng 0001
9153065,Tie Jun Cui
9153177,Shrivijay B. Phadke
9153191,Jacob Lamb
9153192,Behrooz Mirafzal
9153347,Fan Ke
9153374,Michael Z. Q. Chen
9153475,Anthony J. Peyton
9153720,Richang Hong
9153723,Nedjeljko Peric
9153724,Mario Vasak
9153799,Yihuang Zhang
9153816,Jinglin Liu
9153959,Sung-Ho Lee
9153960,Woo-Jun Cha
9153996,Chandan Kumar 0001
